report_date,year,month_number,year_month,month_start,day_of_month,weekday_name,is_weekend,store_id,store_name,city,product_id,product_name,category,qty_sold,revenue,cogs,gross_profit,unconstrained_demand,lost_sales_qty,lost_revenue,potential_revenue,service_level,stock_qty,incoming_qty,is_stockout,in_stock_flag
2026-06-26,2026,6,2026-06,2026-06-01,26,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,14,3161.06,1795.08,1365.98,14,0,0.0,3161.06,1.0,121,0,0,1
2026-06-27,2026,6,2026-06,2026-06-01,27,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,105,0,0,1
2026-06-28,2026,6,2026-06,2026-06-01,28,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,21,4741.59,2692.62,2048.9700000000003,21,0,0.0,4741.59,1.0,84,0,0,1
2026-06-29,2026,6,2026-06,2026-06-01,29,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,6,1354.74,769.3199999999999,585.4200000000001,6,0,0.0,1354.74,1.0,78,0,0,1
2026-06-30,2026,6,2026-06,2026-06-01,30,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,10,2257.9,1282.2,975.7,10,0,0.0,2257.9,1.0,68,0,0,1
2026-07-01,2026,7,2026-07,2026-07-01,1,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,15,3386.85,1923.3,1463.55,15,0,0.0,3386.85,1.0,53,0,0,1
2026-07-02,2026,7,2026-07,2026-07-01,2,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,42,0,0,1
2026-07-03,2026,7,2026-07,2026-07-01,3,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,8,1806.32,1025.76,780.56,8,0,0.0,1806.32,1.0,34,0,0,1
2026-07-04,2026,7,2026-07,2026-07-01,4,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,13,2935.27,1666.86,1268.41,13,0,0.0,2935.27,1.0,21,0,0,1
2026-07-05,2026,7,2026-07,2026-07-01,5,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,18,4064.22,2307.96,1756.2599999999998,18,0,0.0,4064.22,1.0,3,154,0,1
2026-07-06,2026,7,2026-07,2026-07-01,6,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,3,677.37,384.65999999999997,292.71000000000004,8,5,1128.95,1806.32,0.375,0,0,1,0
2026-07-07,2026,7,2026-07,2026-07-01,7,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,145,0,0,1
2026-07-08,2026,7,2026-07,2026-07-01,8,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,134,0,0,1
2026-07-09,2026,7,2026-07,2026-07-01,9,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,125,0,0,1
2026-07-10,2026,7,2026-07,2026-07-01,10,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,8,1806.32,1025.76,780.56,8,0,0.0,1806.32,1.0,117,0,0,1
2026-07-11,2026,7,2026-07,2026-07-01,11,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,105,0,0,1
2026-07-12,2026,7,2026-07,2026-07-01,12,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,19,4290.01,2436.18,1853.8300000000004,19,0,0.0,4290.01,1.0,86,0,0,1
2026-07-13,2026,7,2026-07,2026-07-01,13,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,13,2935.27,1666.86,1268.41,13,0,0.0,2935.27,1.0,73,0,0,1
2026-07-14,2026,7,2026-07,2026-07-01,14,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,61,0,0,1
2026-07-15,2026,7,2026-07,2026-07-01,15,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,50,0,0,1
2026-07-16,2026,7,2026-07,2026-07-01,16,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,15,3386.85,1923.3,1463.55,15,0,0.0,3386.85,1.0,35,0,0,1
2026-07-17,2026,7,2026-07,2026-07-01,17,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,7,1580.53,897.54,682.99,7,0,0.0,1580.53,1.0,28,0,0,1
2026-07-18,2026,7,2026-07,2026-07-01,18,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,12,154,0,1
2026-07-19,2026,7,2026-07,2026-07-01,19,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,0,0,1,0
2026-07-20,2026,7,2026-07,2026-07-01,20,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,7,1580.53,897.54,682.99,7,0,0.0,1580.53,1.0,147,0,0,1
2026-07-21,2026,7,2026-07,2026-07-01,21,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,10,2257.9,1282.2,975.7,10,0,0.0,2257.9,1.0,137,0,0,1
2026-07-22,2026,7,2026-07,2026-07-01,22,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,7,1580.53,897.54,682.99,7,0,0.0,1580.53,1.0,130,0,0,1
2026-07-23,2026,7,2026-07,2026-07-01,23,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,114,0,0,1
2026-07-24,2026,7,2026-07,2026-07-01,24,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,103,0,0,1
2026-07-25,2026,7,2026-07,2026-07-01,25,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,91,0,0,1
2026-07-26,2026,7,2026-07,2026-07-01,26,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,17,3838.43,2179.74,1658.69,17,0,0.0,3838.43,1.0,74,0,0,1
2026-07-27,2026,7,2026-07,2026-07-01,27,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,65,0,0,1
2026-07-28,2026,7,2026-07,2026-07-01,28,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,14,3161.06,1795.08,1365.98,14,0,0.0,3161.06,1.0,51,0,0,1
2026-07-29,2026,7,2026-07,2026-07-01,29,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,5,1128.95,641.1,487.85,5,0,0.0,1128.95,1.0,46,0,0,1
2026-07-30,2026,7,2026-07,2026-07-01,30,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,30,0,0,1
2026-07-31,2026,7,2026-07,2026-07-01,31,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,13,2935.27,1666.86,1268.41,13,0,0.0,2935.27,1.0,17,154,0,1
2026-08-01,2026,8,2026-08,2026-08-01,1,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,6,0,0,1
2026-08-02,2026,8,2026-08,2026-08-01,2,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,18,4064.22,2307.96,1756.2599999999998,18,0,0.0,4064.22,1.0,142,0,0,1
2026-08-03,2026,8,2026-08,2026-08-01,3,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,8,1806.32,1025.76,780.56,8,0,0.0,1806.32,1.0,134,0,0,1
2026-08-04,2026,8,2026-08,2026-08-01,4,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,8,1806.32,1025.76,780.56,8,0,0.0,1806.32,1.0,126,0,0,1
2026-08-05,2026,8,2026-08,2026-08-01,5,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,14,3161.06,1795.08,1365.98,14,0,0.0,3161.06,1.0,112,0,0,1
2026-08-06,2026,8,2026-08,2026-08-01,6,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,15,3386.85,1923.3,1463.55,15,0,0.0,3386.85,1.0,97,0,0,1
2026-08-07,2026,8,2026-08,2026-08-01,7,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,85,0,0,1
2026-08-08,2026,8,2026-08,2026-08-01,8,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,14,3161.06,1795.08,1365.98,14,0,0.0,3161.06,1.0,71,0,0,1
2026-08-09,2026,8,2026-08,2026-08-01,9,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,14,3161.06,1795.08,1365.98,14,0,0.0,3161.06,1.0,57,0,0,1
2026-08-10,2026,8,2026-08,2026-08-01,10,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,45,0,0,1
2026-08-11,2026,8,2026-08,2026-08-01,11,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,34,0,0,1
2026-08-12,2026,8,2026-08,2026-08-01,12,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,23,0,0,1
2026-08-13,2026,8,2026-08,2026-08-01,13,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,13,2935.27,1666.86,1268.41,13,0,0.0,2935.27,1.0,10,154,0,1
2026-08-14,2026,8,2026-08,2026-08-01,14,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,10,2257.9,1282.2,975.7,10,0,0.0,2257.9,1.0,0,0,1,0
2026-08-15,2026,8,2026-08,2026-08-01,15,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,22,4967.38,2820.84,2146.54,22,0,0.0,4967.38,1.0,132,0,0,1
2026-08-16,2026,8,2026-08,2026-08-01,16,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,20,4515.8,2564.4,1951.4,20,0,0.0,4515.8,1.0,112,0,0,1
2026-08-17,2026,8,2026-08,2026-08-01,17,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,10,2257.9,1282.2,975.7,10,0,0.0,2257.9,1.0,102,0,0,1
2026-08-18,2026,8,2026-08,2026-08-01,18,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,93,0,0,1
2026-08-19,2026,8,2026-08,2026-08-01,19,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,13,2935.27,1666.86,1268.41,13,0,0.0,2935.27,1.0,80,0,0,1
2026-08-20,2026,8,2026-08,2026-08-01,20,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,6,1354.74,769.3199999999999,585.4200000000001,6,0,0.0,1354.74,1.0,74,0,0,1
2026-08-21,2026,8,2026-08,2026-08-01,21,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,63,0,0,1
2026-08-22,2026,8,2026-08,2026-08-01,22,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,18,4064.22,2307.96,1756.2599999999998,18,0,0.0,4064.22,1.0,45,0,0,1
2026-08-23,2026,8,2026-08,2026-08-01,23,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,18,4064.22,2307.96,1756.2599999999998,18,0,0.0,4064.22,1.0,27,0,0,1
2026-08-24,2026,8,2026-08,2026-08-01,24,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,18,154,0,1
2026-08-25,2026,8,2026-08,2026-08-01,25,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,2,0,0,1
2026-08-26,2026,8,2026-08,2026-08-01,26,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,145,0,0,1
2026-08-27,2026,8,2026-08,2026-08-01,27,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,133,0,0,1
2026-08-28,2026,8,2026-08,2026-08-01,28,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,124,0,0,1
2026-08-29,2026,8,2026-08,2026-08-01,29,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,115,0,0,1
2026-08-30,2026,8,2026-08,2026-08-01,30,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,99,0,0,1
2026-08-31,2026,8,2026-08,2026-08-01,31,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,12,2709.48,1538.6399999999999,1170.8400000000001,12,0,0.0,2709.48,1.0,87,0,0,1
2026-09-01,2026,9,2026-09,2026-09-01,1,Tuesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,78,0,0,1
2026-09-02,2026,9,2026-09,2026-09-01,2,Wednesday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,11,2483.69,1410.42,1073.27,11,0,0.0,2483.69,1.0,67,0,0,1
2026-09-03,2026,9,2026-09,2026-09-01,3,Thursday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,8,1806.32,1025.76,780.56,8,0,0.0,1806.32,1.0,59,0,0,1
2026-09-04,2026,9,2026-09,2026-09-01,4,Friday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,5,1128.95,641.1,487.85,5,0,0.0,1128.95,1.0,54,0,0,1
2026-09-05,2026,9,2026-09,2026-09-01,5,Saturday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,16,3612.64,2051.52,1561.12,16,0,0.0,3612.64,1.0,38,0,0,1
2026-09-06,2026,9,2026-09,2026-09-01,6,Sunday,1,ST001,Market_1,Kazan,PR001,Product_1,Dairy,17,3838.43,2179.74,1658.69,17,0,0.0,3838.43,1.0,21,154,0,1
2026-09-07,2026,9,2026-09,2026-09-01,7,Monday,0,ST001,Market_1,Kazan,PR001,Product_1,Dairy,9,2032.11,1153.98,878.1299999999999,9,0,0.0,2032.11,1.0,12,0,0,1
2026-06-10,2026,6,2026-06,2026-06-01,10,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,19,1215.81,904.4,311.40999999999997,19,0,0.0,1215.81,1.0,289,0,0,1
2026-06-11,2026,6,2026-06,2026-06-01,11,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,14,895.86,666.4,229.46000000000004,14,0,0.0,895.86,1.0,275,0,0,1
2026-06-12,2026,6,2026-06,2026-06-01,12,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,250,0,0,1
2026-06-13,2026,6,2026-06,2026-06-01,13,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,225,0,0,1
2026-06-14,2026,6,2026-06,2026-06-01,14,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,26,1663.74,1237.6000000000001,426.1399999999999,26,0,0.0,1663.74,1.0,199,0,0,1
2026-06-15,2026,6,2026-06,2026-06-01,15,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,174,0,0,1
2026-06-16,2026,6,2026-06,2026-06-01,16,Tuesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,149,0,0,1
2026-06-17,2026,6,2026-06,2026-06-01,17,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,24,1535.76,1142.4,393.3599999999999,24,0,0.0,1535.76,1.0,125,0,0,1
2026-06-18,2026,6,2026-06,2026-06-01,18,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,18,1151.82,856.8000000000001,295.01999999999987,18,0,0.0,1151.82,1.0,107,0,0,1
2026-06-19,2026,6,2026-06,2026-06-01,19,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,26,1663.74,1237.6000000000001,426.1399999999999,26,0,0.0,1663.74,1.0,81,0,0,1
2026-06-20,2026,6,2026-06,2026-06-01,20,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,23,1471.77,1094.8,376.97,23,0,0.0,1471.77,1.0,58,0,0,1
2026-06-21,2026,6,2026-06,2026-06-01,21,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,34,2175.66,1618.4,557.2599999999998,34,0,0.0,2175.66,1.0,24,308,0,1
2026-06-22,2026,6,2026-06,2026-06-01,22,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,15,959.85,714.0,245.85000000000002,15,0,0.0,959.85,1.0,9,0,0,1
2026-06-23,2026,6,2026-06,2026-06-01,23,Tuesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,22,1407.78,1047.2,360.5799999999999,22,0,0.0,1407.78,1.0,295,0,0,1
2026-06-24,2026,6,2026-06,2026-06-01,24,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,21,1343.79,999.6,344.18999999999994,21,0,0.0,1343.79,1.0,274,0,0,1
2026-06-25,2026,6,2026-06,2026-06-01,25,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,24,1535.76,1142.4,393.3599999999999,24,0,0.0,1535.76,1.0,250,0,0,1
2026-06-26,2026,6,2026-06,2026-06-01,26,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,11,703.89,523.6,180.28999999999996,11,0,0.0,703.89,1.0,239,0,0,1
2026-06-27,2026,6,2026-06,2026-06-01,27,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,33,2111.67,1570.8,540.8700000000001,33,0,0.0,2111.67,1.0,206,0,0,1
2026-06-28,2026,6,2026-06,2026-06-01,28,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,38,2431.62,1808.8,622.8199999999999,38,0,0.0,2431.62,1.0,168,0,0,1
2026-06-29,2026,6,2026-06,2026-06-01,29,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,17,1087.83,809.2,278.6299999999999,17,0,0.0,1087.83,1.0,151,0,0,1
2026-06-30,2026,6,2026-06,2026-06-01,30,Tuesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,24,1535.76,1142.4,393.3599999999999,24,0,0.0,1535.76,1.0,127,0,0,1
2026-07-01,2026,7,2026-07,2026-07-01,1,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,23,1471.77,1094.8,376.97,23,0,0.0,1471.77,1.0,104,0,0,1
2026-07-02,2026,7,2026-07,2026-07-01,2,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,24,1535.76,1142.4,393.3599999999999,24,0,0.0,1535.76,1.0,80,0,0,1
2026-07-03,2026,7,2026-07,2026-07-01,3,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,29,1855.71,1380.4,475.30999999999995,29,0,0.0,1855.71,1.0,51,0,0,1
2026-07-04,2026,7,2026-07,2026-07-01,4,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,20,1279.8,952.0,327.79999999999995,20,0,0.0,1279.8,1.0,31,308,0,1
2026-07-05,2026,7,2026-07,2026-07-01,5,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,31,1983.69,1475.6000000000001,508.0899999999999,34,3,191.97,2175.66,0.9117647058823529,0,0,1,0
2026-07-06,2026,7,2026-07,2026-07-01,6,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,19,1215.81,904.4,311.40999999999997,19,0,0.0,1215.81,1.0,289,0,0,1
2026-07-07,2026,7,2026-07,2026-07-01,7,Tuesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,19,1215.81,904.4,311.40999999999997,19,0,0.0,1215.81,1.0,270,0,0,1
2026-07-08,2026,7,2026-07,2026-07-01,8,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,245,0,0,1
2026-07-09,2026,7,2026-07,2026-07-01,9,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,28,1791.72,1332.8,458.9200000000001,28,0,0.0,1791.72,1.0,217,0,0,1
2026-07-10,2026,7,2026-07,2026-07-01,10,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,27,1727.73,1285.2,442.53,27,0,0.0,1727.73,1.0,190,0,0,1
2026-07-11,2026,7,2026-07,2026-07-01,11,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,25,1599.75,1190.0,409.75,25,0,0.0,1599.75,1.0,165,0,0,1
2026-07-12,2026,7,2026-07,2026-07-01,12,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,29,1855.71,1380.4,475.30999999999995,29,0,0.0,1855.71,1.0,136,0,0,1
2026-07-13,2026,7,2026-07,2026-07-01,13,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,26,1663.74,1237.6000000000001,426.1399999999999,26,0,0.0,1663.74,1.0,110,0,0,1
2026-07-14,2026,7,2026-07,2026-07-01,14,Tuesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,21,1343.79,999.6,344.18999999999994,21,0,0.0,1343.79,1.0,89,0,0,1
2026-07-15,2026,7,2026-07,2026-07-01,15,Wednesday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,26,1663.74,1237.6000000000001,426.1399999999999,26,0,0.0,1663.74,1.0,63,0,0,1
2026-07-16,2026,7,2026-07,2026-07-01,16,Thursday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,29,1855.71,1380.4,475.30999999999995,29,0,0.0,1855.71,1.0,34,0,0,1
2026-07-17,2026,7,2026-07,2026-07-01,17,Friday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,27,1727.73,1285.2,442.53,27,0,0.0,1727.73,1.0,7,308,0,1
2026-07-18,2026,7,2026-07,2026-07-01,18,Saturday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,7,447.93,333.2,114.73000000000002,39,32,2047.68,2495.61,0.1794871794871795,0,0,1,0
2026-07-19,2026,7,2026-07,2026-07-01,19,Sunday,1,ST001,Market_1,Kazan,PR002,Product_2,Household,22,1407.78,1047.2,360.5799999999999,22,0,0.0,1407.78,1.0,286,0,0,1
2026-07-20,2026,7,2026-07,2026-07-01,20,Monday,0,ST001,Market_1,Kazan,PR002,Product_2,Household,23,1471.77,1094.8,376.97,23,0,0.0,1471.77,1.0,263,0,0,1
