date_key,store_id,lines_count,qty_sold,revenue,gross_profit,lost_sales_qty,lost_revenue,potential_revenue,stock_qty,incoming_qty,stockout_lines,stockout_rate_pct,revenue_capture_pct
2026-06-18,ST003,20,292,27742.36,9576.95,0,0.0,27742.36,1343,0,0,0.0,100.0
2026-06-19,ST001,20,348,33099.52,11277.24,0,0.0,33099.52,1094,0,0,0.0,100.0
2026-06-19,ST002,20,336,30980.25,10599.83,0,0.0,30980.25,1090,0,0,0.0,100.0
2026-06-19,ST003,20,322,32555.93,11229.16,0,0.0,32555.93,1021,84,0,0.0,100.0
2026-06-20,ST001,20,465,46379.83,15704.3,0,0.0,46379.83,629,2352,0,0.0,100.0
2026-06-20,ST002,20,443,43662.57,15037.21,0,0.0,43662.57,647,2030,0,0.0,100.0
2026-06-20,ST003,20,485,47098.78,15822.83,0,0.0,47098.78,536,2856,0,0.0,100.0
2026-06-21,ST001,20,357,35784.55,12155.46,96,8647.0,44431.55,272,1946,7,35.0,80.54
2026-06-21,ST002,20,423,42634.18,14634.67,43,3550.45,46184.63,224,2282,4,20.0,92.31
2026-06-21,ST003,20,403,38197.59,13101.38,83,9696.49,47894.08,217,1694,11,55.0,79.75
2026-06-22,ST001,20,293,28116.37,9733.24,32,4309.85,32426.22,2331,252,5,25.0,86.71
2026-06-22,ST002,20,278,27361.39,9446.41,19,941.06,28302.45,1976,322,4,20.0,96.67
2026-06-22,ST003,20,244,26060.84,9142.31,61,4030.5,30091.34,2829,0,4,20.0,86.61
2026-06-23,ST001,20,277,25828.47,8959.7,19,2579.25,28407.72,4000,84,1,5.0,90.92
2026-06-23,ST002,20,331,31371.79,10661.66,16,2227.44,33599.23,3927,0,2,10.0,93.37
2026-06-23,ST003,20,304,29718.83,10289.5,0,0.0,29718.83,4219,0,0,0.0,100.0
2026-06-24,ST001,20,329,32124.25,11030.28,0,0.0,32124.25,3923,0,0,0.0,100.0
2026-06-24,ST002,20,310,31167.71,10730.01,0,0.0,31167.71,3939,0,0,0.0,100.0
2026-06-24,ST003,20,338,32531.42,11187.25,0,0.0,32531.42,3881,0,0,0.0,100.0
2026-06-25,ST001,20,327,31589.77,10684.05,0,0.0,31589.77,3680,0,0,0.0,100.0
2026-06-25,ST002,20,321,29746.45,10045.6,0,0.0,29746.45,3618,0,0,0.0,100.0
2026-06-25,ST003,20,324,30046.77,10253.93,0,0.0,30046.77,3557,0,0,0.0,100.0
2026-06-26,ST001,20,310,30310.1,10406.44,0,0.0,30310.1,3370,0,0,0.0,100.0
2026-06-26,ST002,20,343,33558.69,11593.18,0,0.0,33558.69,3275,0,0,0.0,100.0
2026-06-26,ST003,20,335,31949.2,11082.52,0,0.0,31949.2,3222,0,0,0.0,100.0
2026-06-27,ST001,20,450,42811.1,14985.46,0,0.0,42811.1,2920,0,0,0.0,100.0
2026-06-27,ST002,20,478,45392.4,15332.39,0,0.0,45392.4,2797,0,0,0.0,100.0
2026-06-27,ST003,20,467,43542.17,14904.06,0,0.0,43542.17,2755,0,0,0.0,100.0
2026-06-28,ST001,20,478,46795.64,15975.82,0,0.0,46795.64,2442,0,0,0.0,100.0
2026-06-28,ST002,20,469,46827.34,16069.88,0,0.0,46827.34,2328,0,0,0.0,100.0
2026-06-28,ST003,20,423,41557.28,14195.8,0,0.0,41557.28,2332,0,0,0.0,100.0
2026-06-29,ST001,20,307,28636.19,9820.74,0,0.0,28636.19,2135,0,0,0.0,100.0
2026-06-29,ST002,20,359,34792.95,12142.5,0,0.0,34792.95,1969,0,0,0.0,100.0
2026-06-29,ST003,20,345,33292.19,11404.66,0,0.0,33292.19,1987,0,0,0.0,100.0
2026-06-30,ST001,20,342,33025.51,11147.95,0,0.0,33025.51,1793,0,0,0.0,100.0
2026-06-30,ST002,20,330,32175.81,11295.76,0,0.0,32175.81,1639,0,0,0.0,100.0
2026-06-30,ST003,20,329,31793.21,10980.74,0,0.0,31793.21,1658,0,0,0.0,100.0
2026-07-01,ST001,20,338,33150.73,11385.2,0,0.0,33150.73,1455,0,0,0.0,100.0
2026-07-01,ST002,20,331,30719.78,10636.28,0,0.0,30719.78,1308,0,0,0.0,100.0
2026-07-01,ST003,20,317,31374.07,10896.51,0,0.0,31374.07,1341,0,0,0.0,100.0
2026-07-02,ST001,20,319,30896.68,10863.8,0,0.0,30896.68,1136,602,0,0.0,100.0
2026-07-02,ST002,20,307,28813.84,9998.01,0,0.0,28813.84,1001,518,0,0.0,100.0
2026-07-02,ST003,20,352,33648.08,11619.31,0,0.0,33648.08,989,826,0,0.0,100.0
2026-07-03,ST001,20,337,33398.41,11237.43,0,0.0,33398.41,799,1036,0,0.0,100.0
2026-07-03,ST002,20,297,30272.16,10237.37,0,0.0,30272.16,704,1806,0,0.0,100.0
2026-07-03,ST003,20,298,28327.38,9606.86,2,174.2,28501.58,691,1386,1,5.0,99.39
2026-07-04,ST001,20,452,44745.38,15465.01,18,1043.64,45789.02,949,1736,1,5.0,97.72
2026-07-04,ST002,20,444,43634.02,14941.73,4,278.92,43912.94,778,2212,1,5.0,99.36
2026-07-04,ST003,20,499,48192.41,16543.69,11,1127.0,49319.41,1018,2044,2,10.0,97.71
2026-07-05,ST001,20,415,39188.49,13299.92,45,4621.94,43810.43,1570,1176,5,25.0,89.45
2026-07-05,ST002,20,400,37534.1,12642.96,47,3998.62,41532.72,2184,0,6,30.0,90.37
2026-07-05,ST003,20,351,35727.09,12379.37,89,6615.07,42342.16,2053,378,5,25.0,84.38
2026-07-06,ST001,20,274,25708.09,8588.42,40,4762.52,30470.61,3032,0,5,25.0,84.37
2026-07-06,ST002,20,345,32889.75,11223.41,3,439.32,33329.07,4051,98,1,5.0,98.68
2026-07-06,ST003,20,327,31272.31,10661.81,9,1486.65,32758.96,3770,0,2,10.0,95.46
2026-07-07,ST001,20,320,30783.56,10452.28,3,441.48,31225.04,3888,84,1,5.0,98.59
2026-07-07,ST002,20,322,30938.05,10627.49,6,878.64,31816.69,3729,0,1,5.0,97.24
2026-07-07,ST003,20,332,32006.69,11075.27,0,0.0,32006.69,3816,0,0,0.0,100.0
2026-07-08,ST001,20,341,32940.53,11357.19,7,1030.12,33970.65,3547,0,1,5.0,96.97
2026-07-08,ST002,20,341,34152.05,11697.9,0,0.0,34152.05,3486,0,0,0.0,100.0
2026-07-08,ST003,20,297,28803.17,9759.77,0,0.0,28803.17,3519,0,0,0.0,100.0
2026-07-09,ST001,20,339,32252.81,10984.47,0,0.0,32252.81,3292,0,0,0.0,100.0
2026-07-09,ST002,20,299,29379.0,10195.66,0,0.0,29379.0,3187,0,0,0.0,100.0
2026-07-09,ST003,20,321,29705.2,9922.32,0,0.0,29705.2,3198,0,0,0.0,100.0
2026-07-10,ST001,20,363,33512.11,11582.02,0,0.0,33512.11,2929,0,0,0.0,100.0
2026-07-10,ST002,20,320,31551.71,10793.96,0,0.0,31551.71,2867,0,0,0.0,100.0
2026-07-10,ST003,20,301,30426.28,10542.62,0,0.0,30426.28,2897,0,0,0.0,100.0
2026-07-11,ST001,20,456,44536.03,15485.1,0,0.0,44536.03,2473,0,0,0.0,100.0
2026-07-11,ST002,20,460,45713.98,15644.16,0,0.0,45713.98,2407,0,0,0.0,100.0
2026-07-11,ST003,20,464,45427.62,15574.34,0,0.0,45427.62,2433,0,0,0.0,100.0
2026-07-12,ST001,20,492,47433.05,16302.48,0,0.0,47433.05,1981,0,0,0.0,100.0
2026-07-12,ST002,20,465,44672.59,15381.09,0,0.0,44672.59,1942,0,0,0.0,100.0
2026-07-12,ST003,20,476,46852.58,15970.94,0,0.0,46852.58,1957,0,0,0.0,100.0
2026-07-13,ST001,20,336,33545.15,11287.38,0,0.0,33545.15,1645,0,0,0.0,100.0
2026-07-13,ST002,20,306,29791.96,10286.2,0,0.0,29791.96,1636,0,0,0.0,100.0
2026-07-13,ST003,20,328,30785.17,10374.7,0,0.0,30785.17,1629,0,0,0.0,100.0
2026-07-14,ST001,20,353,35362.11,12084.84,0,0.0,35362.11,1292,0,0,0.0,100.0
2026-07-14,ST002,20,289,28351.08,9716.03,0,0.0,28351.08,1347,266,0,0.0,100.0
2026-07-14,ST003,20,312,29092.4,10097.08,0,0.0,29092.4,1317,602,0,0.0,100.0
2026-07-15,ST001,20,325,30789.0,10580.17,0,0.0,30789.0,967,1008,0,0.0,100.0
2026-07-15,ST002,20,331,32311.6,10890.01,0,0.0,32311.6,1016,364,0,0.0,100.0
2026-07-15,ST003,20,339,32035.49,11032.63,8,696.8,32732.29,978,112,2,10.0,97.87
2026-07-16,ST001,20,337,34284.19,11680.86,11,879.23,35163.42,630,1190,2,10.0,97.5
2026-07-16,ST002,20,339,33015.05,11578.95,0,0.0,33015.05,943,1764,0,0.0,100.0
2026-07-16,ST003,20,338,33330.94,11292.2,12,2028.36,35359.3,1242,1078,1,5.0,94.26
2026-07-17,ST001,20,339,32487.29,11089.22,12,1144.71,33632.0,1299,728,4,20.0,96.6
2026-07-17,ST002,20,324,32304.48,11229.56,13,866.31,33170.79,983,1876,2,10.0,97.39
2026-07-17,ST003,20,305,29101.4,9930.08,13,958.32,30059.72,1049,1862,4,20.0,96.81
2026-07-18,ST001,20,419,40236.62,13912.12,58,5735.66,45972.28,2070,1526,3,15.0,87.52
2026-07-18,ST002,20,414,37686.12,12744.61,31,4721.02,42407.14,2333,84,3,15.0,88.87
2026-07-18,ST003,20,461,45118.34,15538.57,8,686.12,45804.46,1666,672,2,10.0,98.5
2026-07-19,ST001,20,396,39855.15,13692.26,40,3344.88,43200.03,2402,182,6,30.0,92.26
2026-07-19,ST002,20,483,48420.43,16728.12,3,441.48,48861.91,3726,182,1,5.0,99.1
2026-07-19,ST003,20,498,46644.43,15725.96,13,2177.84,48822.27,3030,308,3,15.0,95.54
2026-07-20,ST001,20,326,29477.83,9940.45,16,2347.36,31825.19,3602,0,2,10.0,92.62
2026-07-20,ST002,20,300,28947.59,9893.57,8,1097.3,30044.89,3510,98,2,10.0,96.35
2026-07-20,ST003,20,304,29233.84,10255.72,29,3823.07,33056.91,3398,0,1,5.0,88.43
2026-07-21,ST001,20,339,33538.48,11323.02,0,0.0,33538.48,3445,0,0,0.0,100.0
2026-07-21,ST002,20,324,32379.83,10894.54,11,1610.84,33990.67,3368,0,1,5.0,95.26
2026-07-21,ST003,20,300,29326.5,9791.95,0,0.0,29326.5,3406,0,0,0.0,100.0
2026-07-22,ST001,20,333,32202.74,11065.92,0,0.0,32202.74,3112,0,0,0.0,100.0
2026-07-22,ST002,20,351,33165.78,11218.68,0,0.0,33165.78,3115,0,0,0.0,100.0
2026-07-22,ST003,20,349,33409.18,11437.81,0,0.0,33409.18,3057,0,0,0.0,100.0
2026-07-23,ST001,20,346,34329.61,11920.03,0,0.0,34329.61,2766,0,0,0.0,100.0
2026-07-23,ST002,20,331,32442.04,11428.24,0,0.0,32442.04,2784,0,0,0.0,100.0
2026-07-23,ST003,20,331,33393.89,11570.16,0,0.0,33393.89,2726,0,0,0.0,100.0
2026-07-24,ST001,20,322,32041.68,10977.98,0,0.0,32041.68,2444,0,0,0.0,100.0
2026-07-24,ST002,20,328,31375.15,10712.08,0,0.0,31375.15,2456,0,0,0.0,100.0
2026-07-24,ST003,20,314,30847.02,10466.71,0,0.0,30847.02,2412,0,0,0.0,100.0
2026-07-25,ST001,20,465,45652.79,15562.45,0,0.0,45652.79,1979,0,0,0.0,100.0
2026-07-25,ST002,20,438,41509.12,14182.91,0,0.0,41509.12,2018,0,0,0.0,100.0
2026-07-25,ST003,20,496,49800.0,16915.14,0,0.0,49800.0,1916,0,0,0.0,100.0
2026-07-26,ST001,20,445,44658.18,15301.05,0,0.0,44658.18,1534,0,0,0.0,100.0
2026-07-26,ST002,20,464,44056.23,15025.4,0,0.0,44056.23,1554,0,0,0.0,100.0
2026-07-26,ST003,20,462,44922.02,15673.81,0,0.0,44922.02,1454,0,0,0.0,100.0
2026-07-27,ST001,20,312,31306.6,10652.95,0,0.0,31306.6,1222,266,0,0.0,100.0
2026-07-27,ST002,20,324,31737.78,10856.72,0,0.0,31737.78,1230,266,0,0.0,100.0
2026-07-27,ST003,20,331,32480.63,11258.93,0,0.0,32480.63,1123,602,0,0.0,100.0
2026-07-28,ST001,20,328,31600.95,11013.98,14,2144.24,33745.19,894,1596,2,10.0,93.65
2026-07-28,ST002,20,305,30515.41,10645.77,3,183.03,30698.44,925,826,1,5.0,99.4
2026-07-28,ST003,20,298,29112.29,10237.52,33,3492.45,32604.74,825,672,3,15.0,89.29
2026-07-29,ST001,20,307,28496.15,10033.8,20,2770.88,31267.03,853,644,2,10.0,91.14
2026-07-29,ST002,20,353,34612.58,11921.65,9,549.09,35161.67,838,1456,3,15.0,98.44
2026-07-29,ST003,20,313,30019.2,10207.63,24,3369.57,33388.77,1114,1344,3,15.0,89.91
2026-07-30,ST001,20,327,32241.69,11011.54,9,1213.92,33455.61,2122,1064,1,5.0,96.37
2026-07-30,ST002,20,339,32032.91,10889.65,8,741.44,32774.35,1325,1428,1,5.0,97.74
2026-07-30,ST003,20,303,30075.55,10371.89,22,1682.62,31758.17,1483,1260,5,25.0,94.7
2026-07-31,ST001,20,346,35117.49,12038.17,4,585.76,35703.25,2420,980,1,5.0,98.36
2026-07-31,ST002,20,335,33644.33,11637.39,20,2482.52,36126.85,2446,84,3,15.0,93.13
2026-07-31,ST003,20,302,29573.92,9898.48,22,1813.46,31387.38,2525,448,1,5.0,94.22
2026-08-01,ST001,20,452,42784.92,14660.76,11,908.67,43693.59,3032,0,3,15.0,97.92
2026-08-01,ST002,20,502,48106.25,16607.41,3,441.48,48547.73,3372,476,1,5.0,99.09
2026-08-01,ST003,20,458,44987.16,15354.42,5,1128.95,46116.11,3327,308,1,5.0,97.55
2026-08-02,ST001,20,441,43541.96,15250.95,0,0.0,43541.96,3571,84,0,0.0,100.0
2026-08-02,ST002,20,441,43633.2,14995.03,31,2710.54,46343.74,3015,0,2,10.0,94.15
2026-08-02,ST003,20,406,40575.74,14051.27,24,3163.92,43739.66,3369,0,1,5.0,92.77
2026-08-03,ST001,20,341,31942.38,10949.46,0,0.0,31942.38,3230,0,1,5.0,100.0
2026-08-03,ST002,20,308,31796.35,10888.01,3,439.32,32235.67,3183,98,1,5.0,98.64
2026-08-03,ST003,20,337,33493.12,11587.31,0,0.0,33493.12,3340,0,0,0.0,100.0
2026-08-04,ST001,20,322,30704.32,10607.52,0,0.0,30704.32,2992,0,0,0.0,100.0
2026-08-04,ST002,20,349,32175.3,10825.4,9,1317.96,33493.26,2834,0,1,5.0,96.06
2026-08-04,ST003,20,320,30968.26,10704.63,0,0.0,30968.26,3020,0,0,0.0,100.0
2026-08-05,ST001,20,330,31608.44,11071.14,0,0.0,31608.44,2662,0,0,0.0,100.0
2026-08-05,ST002,20,339,33039.0,11200.66,0,0.0,33039.0,2593,0,0,0.0,100.0
2026-08-05,ST003,20,353,33147.11,11097.61,0,0.0,33147.11,2667,0,0,0.0,100.0
2026-08-06,ST001,20,332,33778.09,11662.75,0,0.0,33778.09,2330,0,0,0.0,100.0
2026-08-06,ST002,20,328,33455.28,11795.95,0,0.0,33455.28,2265,0,0,0.0,100.0
2026-08-06,ST003,20,323,30958.47,10432.91,0,0.0,30958.47,2344,0,0,0.0,100.0
2026-08-07,ST001,20,309,29950.98,10257.44,0,0.0,29950.98,2021,0,0,0.0,100.0
2026-08-07,ST002,20,299,29662.6,9962.21,0,0.0,29662.6,1966,0,0,0.0,100.0
2026-08-07,ST003,20,358,35986.53,12431.4,0,0.0,35986.53,1986,0,0,0.0,100.0
2026-08-08,ST001,20,446,41474.9,14256.24,0,0.0,41474.9,1575,266,0,0.0,100.0
2026-08-08,ST002,20,475,46862.89,16487.93,0,0.0,46862.89,1491,378,0,0.0,100.0
2026-08-08,ST003,20,460,45650.27,15670.18,0,0.0,45650.27,1526,0,0,0.0,100.0
2026-08-09,ST001,20,480,47283.31,16339.57,0,0.0,47283.31,1095,392,0,0.0,100.0
2026-08-09,ST002,20,438,42266.72,14551.86,4,364.44,42631.16,1053,308,1,5.0,99.15
2026-08-09,ST003,20,450,44761.33,15368.85,2,292.88,45054.21,1076,98,1,5.0,99.35
2026-08-10,ST001,20,285,27877.35,9579.73,0,0.0,27877.35,1076,1022,0,0.0,100.0
2026-08-10,ST002,20,330,32116.21,10951.36,0,0.0,32116.21,1101,924,0,0.0,100.0
2026-08-10,ST003,20,335,33395.47,11662.33,12,1535.96,34931.43,741,1148,2,10.0,95.6
2026-08-11,ST001,20,311,30599.95,10305.71,13,1023.91,31623.86,1157,714,2,10.0,96.76
2026-08-11,ST002,20,326,30864.08,10358.43,22,2397.39,33261.47,1083,1176,4,20.0,92.79
2026-08-11,ST003,20,275,27005.58,9176.83,38,3723.22,30728.8,564,1470,4,20.0,87.88
2026-08-12,ST001,20,324,30512.31,10399.27,0,0.0,30512.31,1855,1400,0,0.0,100.0
2026-08-12,ST002,20,343,32763.44,11342.75,13,959.79,33723.23,1664,966,2,10.0,97.15
2026-08-12,ST003,20,319,32051.71,11301.45,31,1970.88,34022.59,1393,1092,2,10.0,94.21
2026-08-13,ST001,20,315,30288.27,10426.5,25,2809.77,33098.04,2254,658,4,20.0,91.51
2026-08-13,ST002,20,320,30211.23,10464.88,31,2635.72,32846.95,2520,308,4,20.0,91.98
2026-08-13,ST003,20,296,28305.77,9850.61,13,1889.02,30194.79,2567,826,3,15.0,93.74
2026-08-14,ST001,20,371,35024.09,11993.52,16,1734.15,36758.24,3283,98,3,15.0,95.28
2026-08-14,ST002,20,303,28709.6,9655.41,12,1618.56,30328.16,3183,476,2,10.0,94.66
2026-08-14,ST003,20,328,32446.27,11271.48,23,3032.09,35478.36,3331,0,1,5.0,91.45
2026-08-15,ST001,20,476,46370.52,15977.38,0,0.0,46370.52,3465,0,0,0.0,100.0
2026-08-15,ST002,20,469,45367.16,15319.08,19,1398.58,46765.74,3022,98,2,10.0,97.01
2026-08-15,ST003,20,463,44745.62,15260.52,0,0.0,44745.62,3694,0,0,0.0,100.0
2026-08-16,ST001,20,475,48030.86,16786.76,0,0.0,48030.86,3088,0,0,0.0,100.0
2026-08-16,ST002,20,458,45248.88,15549.36,4,585.76,45834.64,3040,0,1,5.0,98.72
2026-08-16,ST003,20,434,40882.35,13752.85,0,0.0,40882.35,3260,0,0,0.0,100.0
2026-08-17,ST001,20,326,30885.14,10465.07,0,0.0,30885.14,2762,84,0,0.0,100.0
2026-08-17,ST002,20,327,31493.88,10841.72,0,0.0,31493.88,2811,0,0,0.0,100.0
2026-08-17,ST003,20,329,32935.47,11334.52,0,0.0,32935.47,2931,0,0,0.0,100.0
2026-08-18,ST001,20,318,30440.53,10473.24,0,0.0,30440.53,2444,0,0,0.0,100.0
2026-08-18,ST002,20,338,32738.76,11265.47,0,0.0,32738.76,2473,0,0,0.0,100.0
2026-08-18,ST003,20,365,35701.73,12050.52,0,0.0,35701.73,2566,0,0,0.0,100.0
2026-08-19,ST001,20,357,34816.44,11825.6,0,0.0,34816.44,2171,0,0,0.0,100.0
2026-08-19,ST002,20,306,30015.17,10706.38,0,0.0,30015.17,2167,0,0,0.0,100.0
2026-08-19,ST003,20,324,32962.57,11403.56,0,0.0,32962.57,2242,0,0,0.0,100.0
2026-08-20,ST001,20,313,29621.4,10062.92,0,0.0,29621.4,1858,0,0,0.0,100.0
2026-08-20,ST002,20,327,31503.73,10727.19,0,0.0,31503.73,1840,0,0,0.0,100.0
2026-08-20,ST003,20,325,32278.01,11131.26,0,0.0,32278.01,1917,0,0,0.0,100.0
2026-08-21,ST001,20,321,29824.71,10330.57,0,0.0,29824.71,1537,0,0,0.0,100.0
2026-08-21,ST002,20,343,34073.21,11842.07,0,0.0,34073.21,1497,574,0,0.0,100.0
2026-08-21,ST003,20,307,30580.66,10451.98,0,0.0,30580.66,1610,98,0,0.0,100.0
2026-08-22,ST001,20,482,47167.09,16087.7,0,0.0,47167.09,1055,1008,0,0.0,100.0
2026-08-22,ST002,20,468,45934.52,15774.67,0,0.0,45934.52,1029,630,0,0.0,100.0
2026-08-22,ST003,20,439,43258.3,14724.08,6,1014.18,44272.48,1171,518,1,5.0,97.71
2026-08-23,ST001,20,423,39735.87,13546.99,4,228.78,39964.65,632,826,3,15.0,99.43
2026-08-23,ST002,20,439,44029.68,14935.38,26,2008.12,46037.8,1164,1064,3,15.0,95.64
2026-08-23,ST003,20,451,43305.45,14671.32,10,1684.51,44989.96,818,1092,2,10.0,96.26
2026-08-24,ST001,20,284,29113.36,10165.12,49,2890.89,32004.25,1356,868,4,20.0,90.97
2026-08-24,ST002,20,269,25422.83,8704.23,46,5628.95,31051.78,1525,574,4,20.0,81.87
2026-08-24,ST003,20,327,29850.59,10363.05,17,1936.07,31786.66,1009,1232,3,15.0,93.91
2026-08-25,ST001,20,320,32450.36,11465.7,21,1229.7,33680.06,1862,1442,2,10.0,96.35
2026-08-25,ST002,20,322,30367.48,10453.25,24,2864.94,33232.42,2267,532,4,20.0,91.38
2026-08-25,ST003,20,301,30142.19,10214.84,40,2754.43,32896.62,1800,1400,5,25.0,91.63
2026-08-26,ST001,20,277,27388.47,9452.66,42,3946.94,31335.41,2453,308,5,25.0,87.4
2026-08-26,ST002,20,305,28715.6,9736.85,9,1477.53,30193.13,2536,980,3,15.0,95.11
2026-08-26,ST003,20,315,29734.93,10296.16,13,1585.88,31320.81,2717,0,3,15.0,94.94
2026-08-27,ST001,20,337,32033.61,10871.52,10,1318.3,33351.91,3558,0,1,5.0,96.05
2026-08-27,ST002,20,308,28910.97,9684.13,27,3098.76,32009.73,2760,182,3,15.0,90.32
2026-08-27,ST003,20,320,31094.31,10731.16,0,0.0,31094.31,3797,294,0,0.0,100.0
2026-08-28,ST001,20,300,29255.71,10224.35,0,0.0,29255.71,3566,0,0,0.0,100.0
2026-08-28,ST002,20,322,30740.08,10698.66,0,0.0,30740.08,3418,0,0,0.0,100.0
2026-08-28,ST003,20,326,31219.6,10864.39,0,0.0,31219.6,3471,0,0,0.0,100.0
2026-08-29,ST001,20,458,43594.52,14765.62,3,439.32,44033.84,3108,182,1,5.0,99.0
2026-08-29,ST002,20,468,45627.86,15556.72,0,0.0,45627.86,3132,98,0,0.0,100.0
2026-08-29,ST003,20,470,46004.22,15752.02,0,0.0,46004.22,3295,0,0,0.0,100.0
2026-08-30,ST001,20,467,45392.54,15579.09,15,2198.76,47591.3,2641,0,2,10.0,95.38
2026-08-30,ST002,20,449,44630.44,15208.77,7,1025.08,45655.52,2683,0,1,5.0,97.75
2026-08-30,ST003,20,448,44479.08,15464.4,0,0.0,44479.08,2847,0,0,0.0,100.0
2026-08-31,ST001,20,359,33512.39,11381.71,0,0.0,33512.39,2464,0,0,0.0,100.0
2026-08-31,ST002,20,318,30025.68,10449.08,0,0.0,30025.68,2463,0,0,0.0,100.0
2026-08-31,ST003,20,336,33183.76,11388.65,0,0.0,33183.76,2511,0,0,0.0,100.0
2026-09-01,ST001,20,360,34478.35,11779.56,0,0.0,34478.35,2104,0,0,0.0,100.0
2026-09-01,ST002,20,331,31846.07,10847.69,0,0.0,31846.07,2132,0,0,0.0,100.0
2026-09-01,ST003,20,337,32265.02,10949.65,0,0.0,32265.02,2174,0,0,0.0,100.0
2026-09-02,ST001,20,313,30746.48,10706.31,0,0.0,30746.48,1791,0,0,0.0,100.0
2026-09-02,ST002,20,343,35402.38,12563.01,0,0.0,35402.38,1789,0,0,0.0,100.0
2026-09-02,ST003,20,350,34669.45,12048.36,0,0.0,34669.45,1824,0,0,0.0,100.0
2026-09-03,ST001,20,319,29792.1,10085.24,0,0.0,29792.1,1472,350,0,0.0,100.0
2026-09-03,ST002,20,352,34167.03,11838.76,0,0.0,34167.03,1437,308,0,0.0,100.0
2026-09-03,ST003,20,318,30351.88,10326.28,0,0.0,30351.88,1506,350,0,0.0,100.0
2026-09-04,ST001,20,308,29759.22,10089.94,0,0.0,29759.22,1164,980,0,0.0,100.0
2026-09-04,ST002,20,308,29717.09,10060.5,0,0.0,29717.09,1129,1302,0,0.0,100.0
2026-09-04,ST003,20,342,32992.78,11380.79,0,0.0,32992.78,1164,546,0,0.0,100.0
2026-09-05,ST001,20,431,42622.64,14591.85,7,577.01,43199.65,1083,910,1,5.0,98.66
2026-09-05,ST002,20,453,43471.83,14392.16,26,2160.54,45632.37,984,1064,2,10.0,95.27
2026-09-05,ST003,20,436,42214.59,14520.46,9,1521.27,43735.86,1078,560,1,5.0,96.52
2026-09-06,ST001,20,463,46243.46,15977.29,37,2532.75,48776.21,1600,728,3,15.0,94.81
2026-09-06,ST002,20,443,44412.13,15319.94,32,3238.13,47650.26,1843,252,2,10.0,93.2
2026-09-06,ST003,20,461,44464.11,15160.22,4,433.78,44897.89,1163,1820,3,15.0,99.03
2026-09-07,ST001,20,331,32041.13,10959.64,9,819.99,32861.12,2179,728,2,10.0,97.5
2026-09-07,ST002,20,305,27481.42,9353.79,7,1126.6,28608.02,2602,742,2,10.0,96.06
